Date,Region_ID,Meals_Distributed,Meals_Requested,Temperature,Rainfall,Festival_Flag,Disaster_Flag,Population,Food_Availability_Index
2021-02-02,R01,1591,1821,22.7,0.0,0,0,2046427,0.863
2021-02-03,R01,1661,1967,27.2,2.7,0,0,2057894,0.9751
2021-02-04,R01,1803,2035,25.7,0.5,0,0,2083969,0.8567
2021-02-05,R01,1876,2144,22.9,0.0,0,0,2061201,0.9069
2021-02-06,R01,1621,2060,23.0,10.4,0,0,2058416,0.8691
2021-02-07,R01,1634,1949,21.3,5.1,0,0,2057485,0.8745
2021-02-08,R01,1510,1752,28.2,13.8,0,0,2053211,0.8482
2021-02-09,R01,1537,1836,28.4,0.1,0,0,2052038,0.9046
2021-02-10,R01,1737,1941,24.6,3.0,0,0,2036912,0.9134
2021-02-11,R01,1585,1830,23.6,1.6,0,0,2072025,0.8605
2021-02-12,R01,1765,1961,23.9,2.7,0,0,2042066,0.9616
2021-02-13,R01,1509,1811,27.9,0.0,0,0,2037323,0.8431
2021-02-14,R01,1768,2009,24.7,0.6,0,0,2049272,0.8569
2021-02-15,R01,1639,1835,26.0,9.3,0,0,2081904,0.8705
2021-02-16,R01,1472,1793,28.3,0.0,0,0,2058483,0.8648
2021-02-17,R01,1363,1616,24.3,2.8,0,0,2048824,0.9444
2021-02-18,R01,1804,1932,30.6,0.9,0,0,2043534,0.9548
2021-02-19,R01,1749,1984,22.2,0.0,0,0,2067872,0.8653
2021-02-20,R01,1544,1858,26.9,0.0,0,0,2053538,0.9495
2021-02-21,R01,1545,1782,23.5,5.1,0,0,2040970,0.8629
2021-02-22,R01,1439,1758,18.1,2.9,0,0,2067058,0.8737
2021-02-23,R01,1300,1617,26.4,11.4,0,0,2047128,0.8812
2021-02-24,R01,1468,1723,29.2,5.4,0,0,2037337,0.8387
2021-02-25,R01,1691,1843,26.3,5.4,0,0,2058523,0.8496
2021-02-26,R01,1723,1894,28.7,0.0,0,0,2047087,0.8637
2021-02-27,R01,1707,2081,27.8,0.1,0,0,2051647,0.9505
2021-02-28,R01,1507,1596,29.9,2.9,0,0,2041662,0.8549
2021-03-01,R01,1530,1825,22.7,0.0,0,0,2055863,0.937
2021-03-02,R01,1547,1753,28.8,5.8,0,0,2045808,0.8703
2021-03-03,R01,1777,1879,33.8,0.0,0,0,2068426,0.9338
2021-03-04,R01,1558,1888,25.8,1.2,0,0,2060780,0.9281
2021-03-05,R01,2001,2136,25.3,3.5,0,0,2051495,0.9545
2021-03-06,R01,2041,2300,25.9,0.3,0,0,2047584,0.8717
2021-03-07,R01,2630,2757,25.9,7.8,1,0,2047706,0.8078
2021-03-08,R01,2647,2758,28.9,2.6,1,0,2058556,0.9088
2021-03-09,R01,2500,2693,26.8,2.6,1,0,2060316,0.8467
2021-03-10,R01,2109,2339,28.3,0.5,1,0,2049952,0.9217
2021-03-11,R01,2494,2726,28.8,0.0,1,0,2067802,0.8963
2021-03-12,R01,2550,2858,29.2,0.0,1,0,2052307,0.8756
2021-03-13,R01,1779,2068,28.2,0.0,0,0,2062660,0.8614
2021-03-14,R01,1700,1857,29.1,0.0,0,0,2061323,0.8601
2021-03-15,R01,1681,1915,25.9,2.4,0,0,2047979,0.7565
2021-03-16,R01,1497,1801,28.5,4.5,0,0,2068310,0.8775
2021-03-17,R01,1476,1852,26.5,0.0,0,0,2050464,0.9282
2021-03-18,R01,1641,2015,29.9,0.0,0,0,2041285,0.8628
2021-03-19,R01,1742,1963,31.7,3.9,0,0,2045448,0.855
2021-03-20,R01,1806,2031,26.4,0.0,0,0,2053469,0.83
2021-03-21,R01,1607,1727,27.9,0.0,0,0,2046748,0.9229
2021-03-22,R01,1623,1784,28.3,0.0,0,0,2057247,0.9397
2021-03-23,R01,1542,1643,27.2,4.1,0,0,2057848,0.8791
2021-03-24,R01,1454,1775,28.8,0.1,0,0,2053755,0.9723
2021-03-25,R01,1817,1940,23.1,0.4,0,0,2061639,0.8972
2021-03-26,R01,1783,2010,32.2,0.0,0,0,2062970,0.9025
2021-03-27,R01,1581,1904,26.8,4.0,0,0,2050661,0.9289
2021-03-28,R01,1467,1721,24.5,0.0,0,0,2059092,0.8243
2021-03-29,R01,1347,1640,24.6,0.0,0,0,2044974,0.9291
2021-03-30,R01,1425,1673,30.3,0.0,0,0,2045204,0.8734
2021-03-31,R01,1424,1658,24.9,9.0,0,0,2060029,0.878
2021-04-01,R01,2021,2259,29.3,7.8,0,0,2045176,0.9207
2021-04-02,R01,1886,2177,33.7,0.1,0,0,2052973,0.8908
2021-04-03,R01,1984,2337,30.7,9.2,0,0,2055488,0.9757
2021-04-04,R01,1826,2027,28.6,0.0,0,0,2051556,0.9156
2021-04-05,R01,1487,1753,30.6,3.4,0,0,2049431,0.9029
2021-04-06,R01,1607,1920,33.0,1.3,0,0,2049975,0.8456
2021-04-07,R01,1645,1946,29.9,10.2,0,0,2066839,0.9609
2021-04-08,R01,2127,2266,33.6,3.1,0,0,2061333,0.8752
2021-04-09,R01,2109,2226,30.1,0.0,0,0,2053271,0.8782
2021-04-10,R01,1863,2063,29.8,15.0,0,0,2058657,0.8841
2021-04-11,R01,1775,2083,32.0,5.6,0,0,2057652,0.8857
2021-04-12,R01,1620,2045,30.1,0.0,0,0,2055753,0.9413
2021-04-13,R01,1820,2058,31.1,3.7,1,0,2059359,0.8728
2021-04-14,R01,2329,2412,31.7,3.7,1,0,2055290,0.8848
2021-04-15,R01,2188,2335,28.3,3.5,1,0,2067528,0.8344
2021-04-16,R01,2190,2273,31.4,0.0,1,0,2065451,0.9311
2021-04-17,R01,2546,2763,32.1,0.5,1,0,2072216,0.8888
2021-04-18,R01,2352,2400,31.2,5.3,1,0,2049631,0.9028
2021-04-19,R01,1684,1984,31.6,0.0,0,0,2067705,0.8676
2021-04-20,R01,1476,1818,31.4,6.9,0,0,2092840,0.8261
2021-04-21,R01,1628,1683,29.3,0.0,0,0,2061245,0.893
2021-04-22,R01,1591,1878,28.6,6.1,0,0,2060572,0.8844
2021-04-23,R01,1729,2088,26.2,9.1,0,0,2061729,0.9011
2021-04-24,R01,1646,1801,36.9,1.0,0,0,2053798,0.8577
2021-04-26,R01,1769,2187,33.9,5.9,0,0,2056344,0.9385
2021-04-27,R01,1783,1940,30.9,1.9,0,0,2050688,0.9011
2021-04-28,R01,1710,1774,34.5,4.3,0,0,2064017,0.8707
2021-04-29,R01,1762,1827,31.9,3.6,0,0,2060200,0.9058
2021-04-30,R01,1765,2124,34.5,0.0,0,0,2068077,0.9209
2021-05-01,R01,3488,3488,35.5,6.2,1,0,2049824,0.8025
2021-05-02,R01,3183,3277,35.9,4.0,1,0,2066001,0.7383
2021-05-03,R01,3008,3399,34.4,2.3,1,0,2050835,0.7914
2021-05-04,R01,2861,2861,39.3,0.0,1,0,2055561,0.7225
2021-05-05,R01,2908,3115,32.8,1.3,1,0,2060989,0.7389
2021-05-06,R01,1770,2159,34.7,4.3,0,0,2064694,0.7719
2021-05-07,R01,2097,2425,34.7,4.8,0,0,2069209,0.7378
2021-05-08,R01,1873,2335,35.3,1.4,0,0,2060080,0.7768
2021-05-09,R01,2017,2177,32.1,0.0,0,0,2049388,0.6895
2021-05-10,R01,1650,1851,34.8,3.3,0,0,2067340,0.7204
2021-05-11,R01,2029,2106,34.3,0.0,0,0,2063336,0.7869
2021-05-12,R01,1968,2198,31.9,4.3,0,0,2043207,0.7507
2021-05-13,R01,1999,2119,26.4,6.4,0,0,2055940,0.7526
2021-05-14,R01,2006,2321,28.8,0.0,0,0,2059602,0.785
2021-05-15,R01,1949,2345,34.9,0.0,0,0,2053501,0.7751
2021-05-16,R01,1852,2041,34.5,4.4,0,0,2071782,0.7041
2021-05-17,R01,1908,2380,31.2,5.1,0,0,2060881,0.7929
2021-05-18,R01,1690,1823,29.4,0.0,0,0,2054838,0.7427
2021-05-19,R01,1902,2274,36.4,0.0,0,0,2059458,0.7868
2021-05-20,R01,1851,2175,34.4,2.6,0,0,2056570,0.7707
2021-05-21,R01,2094,2135,32.3,0.0,0,0,2050982,0.7775
2021-05-22,R01,2126,2376,34.1,0.0,0,0,2063469,0.6803
2021-05-23,R01,1602,1876,34.7,0.0,0,0,2051958,0.7836
2021-05-24,R01,1870,2129,35.2,0.3,0,0,2052377,0.7483
2021-05-25,R01,1612,1908,36.8,4.1,0,0,2060603,0.7799
2021-05-26,R01,1884,2247,33.8,6.1,0,0,2070432,0.7389
2021-05-27,R01,1902,2328,31.4,0.0,0,0,2059719,0.6832
2021-05-28,R01,1987,2350,33.4,3.7,0,0,2032119,0.8283
2021-05-29,R01,1642,2018,33.3,1.6,0,0,2068084,0.7889
2021-05-30,R01,1797,2123,35.0,4.4,0,0,2066613,0.7837
2021-05-31,R01,1924,2224,33.3,3.0,0,0,2055153,0.8073
2021-06-01,R01,2173,2378,32.6,3.1,0,0,2042555,0.7633
2021-06-02,R01,1791,2234,37.9,0.0,0,0,2063603,0.7754
2021-06-03,R01,7290,11653,33.3,8.8,0,1,2048524,0.7065
2021-06-04,R01,7320,11719,30.5,13.6,0,1,2066423,0.7901
2021-06-05,R01,7424,11187,30.8,5.4,0,1,2042273,0.7516
2021-06-06,R01,6701,10346,33.1,0.7,0,1,2054150,0.7544
2021-06-07,R01,2106,2298,32.4,0.0,0,0,2064935,0.7345
2021-06-08,R01,1786,2170,36.3,0.0,0,0,2053448,0.7072
2021-06-09,R01,1819,2239,35.5,0.0,0,0,2063510,0.7781
2021-06-10,R01,2359,2470,30.8,7.5,0,0,2053436,0.7725
2021-06-11,R01,2327,2744,36.9,6.0,0,0,2068186,0.747
2021-06-12,R01,2454,2641,34.9,6.0,0,0,2057283,0.8204
2021-06-13,R01,1884,2339,23.6,0.0,0,0,2063902,0.7564
2021-06-14,R01,2160,2359,32.2,2.9,0,0,2057644,0.7578
2021-06-15,R01,1742,1949,32.4,3.4,0,0,2058287,0.7022
2021-06-16,R01,1937,2225,30.6,0.0,0,0,2063722,0.7694
2021-06-17,R01,1738,2063,33.9,10.7,0,0,2064314,0.7516
2021-06-18,R01,1976,2475,32.0,3.6,0,0,2068017,0.8236
2021-06-19,R01,2281,2477,28.4,3.5,0,0,2062045,0.7311
2021-06-20,R01,1813,2172,35.8,0.0,0,0,2052336,0.7713
2021-06-21,R01,1796,2002,32.1,0.0,0,0,2081857,0.7474
2021-06-22,R01,1813,2010,29.9,15.6,0,0,2060029,0.7557
2021-06-23,R01,1881,2250,29.4,0.0,0,0,2074848,0.7513
2021-06-24,R01,1957,2319,32.0,0.3,0,0,2051345,0.7039
2021-06-25,R01,2137,2591,31.3,3.2,0,0,2082749,0.7075
2021-06-26,R01,2031,2266,33.0,6.5,0,0,2067057,0.7814
2021-06-27,R01,1979,2276,35.4,0.0,0,0,2051151,0.6786
2021-06-28,R01,1888,2092,37.5,3.1,0,0,2058356,0.7537
2021-06-29,R01,1918,2213,31.9,4.2,0,0,2068356,0.8327
2021-06-30,R01,1960,2071,33.1,7.6,0,0,2052167,0.7302
2021-07-01,R01,2393,2709,29.5,15.2,0,0,2065052,0.7991
2021-07-02,R01,2387,2902,31.6,9.0,0,0,2052825,0.6915
2021-07-03,R01,2318,2635,29.5,8.5,0,0,2059562,0.7921
2021-07-04,R01,2315,2421,32.1,0.0,0,0,2043568,0.7427
2021-07-05,R01,1833,2038,28.0,0.0,0,0,2055725,0.7809
2021-07-06,R01,1747,2102,31.2,5.1,0,0,2056095,0.805
2021-07-07,R01,2343,2471,31.0,0.0,0,0,2066579,0.7165
2021-07-08,R01,2278,2331,28.6,3.3,0,0,2070676,0.6919
2021-07-09,R01,2380,2541,32.8,9.5,0,0,2054284,0.6929
2021-07-10,R01,3824,4367,34.7,4.3,1,0,2071871,0.7278
2021-07-11,R01,3239,3700,34.3,0.0,1,0,2074810,0.7035
2021-07-12,R01,3333,3668,26.0,12.6,1,0,2054392,0.7575
2021-07-13,R01,3573,3575,28.6,0.0,1,0,2074258,0.7486
2021-07-14,R01,3630,3821,29.5,9.7,1,0,2060778,0.7575
2021-07-15,R01,2374,2443,32.2,0.0,0,0,2075875,0.7948
2021-07-16,R01,2333,2758,28.1,2.7,0,0,2076623,0.7833
2021-07-17,R01,3364,5550,30.3,42.4,0,1,2074328,0.4895
2021-07-18,R01,3291,5666,30.1,22.1,0,1,2059380,0.4712
2021-07-19,R01,3160,5370,30.5,17.4,0,1,2056064,0.4663
2021-07-20,R01,2870,4916,31.3,9.0,0,1,2064272,0.4897
2021-07-21,R01,3814,5169,30.7,12.6,0,1,2061623,0.4476
2021-07-22,R01,3325,5641,33.0,2.9,0,1,2062709,0.4091
2021-07-23,R01,3977,5951,27.9,6.6,0,1,2080313,0.5193
2021-07-24,R01,4398,5578,30.3,0.5,0,1,2053834,0.4573
2021-07-25,R01,4343,5600,27.9,17.6,0,1,2067745,0.4575
2021-07-26,R01,3240,5045,31.9,6.6,0,1,2069722,0.4526
2021-07-27,R01,2996,4921,24.8,8.5,0,1,2046866,0.39
2021-07-28,R01,4349,5757,32.1,27.8,0,1,2056605,0.4635
2021-07-29,R01,2650,3243,32.2,6.3,0,0,2064544,0.5865
2021-07-30,R01,3583,4027,30.9,24.0,0,0,2067573,0.6719
2021-07-31,R01,2657,3325,30.0,13.0,0,0,2067528,0.6616
2021-08-01,R01,2922,3338,30.9,3.0,0,0,2066710,0.7146
2021-08-02,R01,2918,3418,25.9,0.0,0,0,2073315,0.8089
2021-08-03,R01,2797,2924,29.2,3.7,0,0,2068328,0.8887
2021-08-04,R01,2511,2654,27.7,2.4,0,0,2067942,0.812
2021-08-05,R01,2513,2932,32.7,11.2,0,0,2076811,0.8034
2021-08-06,R01,2375,2997,28.7,0.4,0,0,2064307,0.7914
2021-08-07,R01,2527,3043,25.0,6.8,0,0,2081451,0.8414
2021-08-08,R01,2520,2742,25.0,0.0,0,0,2072928,0.8708
2021-08-09,R01,2506,2675,30.5,7.2,0,0,2079586,0.8142
2021-08-10,R01,2274,2371,30.3,6.2,0,0,2063468,0.9032
2021-08-11,R01,2333,2647,28.6,8.7,0,0,2072661,0.8745
2021-08-12,R01,2426,2770,30.4,0.0,0,0,2058096,0.8292
2021-08-13,R01,2557,2812,30.0,16.3,0,0,2048336,0.8598
2021-08-14,R01,2761,2996,34.1,8.0,1,0,2065170,0.8847
2021-08-15,R01,2733,2967,31.5,3.4,1,0,2079238,0.9038
2021-08-16,R01,2393,2729,32.3,0.0,1,0,2058784,0.9734
2021-08-17,R01,1954,2040,30.0,0.0,0,0,2059236,0.9209
2021-08-18,R01,2110,2292,28.5,0.0,0,0,2065038,0.9408
2021-08-19,R01,2374,2548,26.0,17.1,0,0,2071219,0.9366
2021-08-20,R01,2337,2563,26.6,0.0,0,0,2060584,0.9153
2021-08-21,R01,1714,2088,31.7,0.0,0,0,2065761,0.8895
2021-08-22,R01,1944,2097,27.2,8.0,0,0,2060034,0.8705
2021-08-23,R01,1896,2152,27.5,0.0,0,0,2066492,0.803
2021-08-24,R01,1901,2075,35.6,4.4,0,0,2061628,0.9607
2021-08-25,R01,2657,2896,26.8,9.6,1,0,2070562,0.9081
2021-08-26,R01,5030,8042,28.4,14.3,1,1,2043101,0.6171
2021-08-27,R01,5400,7885,30.1,5.6,1,1,2069482,0.621
2021-08-28,R01,5110,7652,35.3,13.5,1,1,2052187,0.5852
2021-08-29,R01,4622,7940,27.0,4.2,1,1,2075062,0.5833
2021-08-30,R01,5062,7304,25.9,11.1,1,1,2071263,0.5477
2021-08-31,R01,5202,7399,28.1,5.5,1,1,2075922,0.6343
2021-09-01,R01,4380,5677,24.9,20.1,0,1,2070243,0.551
2021-09-02,R01,3145,5730,30.2,3.3,0,1,2074366,0.6047
2021-09-03,R01,3879,6283,18.0,2.4,0,1,2079164,0.6499
2021-09-04,R01,4044,5543,29.9,8.9,0,1,2071145,0.6659
2021-09-05,R01,5601,7645,29.1,0.0,1,1,2057862,0.5723
2021-09-06,R01,5834,8341,30.5,4.1,1,1,2066747,0.6107
2021-09-07,R01,4838,7765,26.9,3.8,1,1,2072141,0.6325
2021-09-08,R01,4576,7467,28.3,1.7,1,1,2061314,0.5888
2021-09-09,R01,5708,8909,31.7,2.0,1,1,2063239,0.6003
2021-09-10,R01,5605,7834,28.4,3.0,1,1,2073129,0.6107
2021-09-11,R01,6184,9255,25.9,8.0,1,1,2093572,0.6414
2021-09-12,R01,4267,4562,25.3,5.8,1,0,2068640,0.7585
2021-09-14,R01,4002,4003,24.2,5.4,1,0,2048413,0.7197
2021-09-15,R01,3713,4008,19.8,3.7,1,0,2065333,0.8161
2021-09-16,R01,2651,2810,30.5,6.3,0,0,2066261,0.8134
2021-09-17,R01,2943,3187,22.9,0.0,0,0,2051521,0.7883
2021-09-18,R01,2567,2734,28.5,5.9,0,0,2062907,0.829
2021-09-19,R01,2368,2634,27.9,11.8,0,0,2074795,0.8732
2021-09-20,R01,1895,2164,29.3,5.4,0,0,2063346,0.8303
2021-09-21,R01,1911,2104,28.4,5.5,0,0,2077663,0.8062
2021-09-22,R01,2100,2410,25.7,7.2,0,0,2059784,0.8873
2021-09-23,R01,2184,2481,31.5,4.1,0,0,2073708,0.8907
2021-09-24,R01,2295,2502,33.0,0.0,0,0,2081484,0.8109
2021-09-25,R01,2078,2213,30.0,14.1,0,0,2072716,0.8523
2021-09-26,R01,1895,2269,28.2,5.3,0,0,2079997,0.9365
2021-09-27,R01,1775,2152,35.6,11.6,0,0,2076657,0.8585
2021-09-28,R01,1806,2244,30.4,4.8,0,0,2064766,0.9277
2021-09-29,R01,2237,2335,31.1,0.3,0,0,2074163,0.9279
2021-09-30,R01,1774,2175,26.8,2.4,0,0,2055837,0.881
2021-10-01,R01,2899,3032,28.2,8.1,1,0,2056760,1.0
2021-10-02,R01,2947,2966,34.1,5.3,1,0,2059237,0.9597
2021-10-03,R01,3137,3372,28.7,2.7,1,0,2064262,1.0
2021-10-04,R01,2558,2734,28.7,0.0,1,0,2070384,1.0
2021-10-05,R01,2615,2947,23.6,0.0,1,0,2066493,0.9278
2021-10-06,R01,2988,3066,22.8,0.0,1,0,2065449,0.9414
2021-10-07,R01,2993,3015,26.2,2.7,1,0,2037880,1.0
2021-10-08,R01,2784,2983,25.0,1.0,1,0,2058702,1.0
2021-10-09,R01,3028,3218,29.1,8.9,1,0,2069819,1.0
2021-10-10,R01,3194,3492,31.4,0.3,1,0,2074592,1.0
2021-10-11,R01,2737,3075,25.0,19.1,1,0,2077626,0.9862
2021-10-12,R01,2944,3061,23.9,3.1,1,0,2080494,1.0
2021-10-13,R01,2723,2936,24.6,0.0,1,0,2057241,0.9741
2021-10-14,R01,3331,3558,23.6,5.7,1,0,2054243,1.0
2021-10-15,R01,3253,3428,26.3,1.1,1,0,2071569,1.0
2021-10-16,R01,1903,2251,30.4,7.2,0,0,2062042,0.9957
2021-10-17,R01,2044,2221,26.5,2.1,0,0,2070949,1.0
2021-10-18,R01,5067,6883,23.2,0.0,0,1,2066772,0.9957
2021-10-19,R01,5128,6909,27.5,8.0,0,1,2054362,0.9385
2021-10-20,R01,4701,6254,26.9,0.4,0,1,2079506,0.9799
2021-10-21,R01,5103,6991,34.1,1.2,0,1,2067596,0.9607
2021-10-22,R01,1855,2058,31.2,0.0,0,0,2086483,0.9659
2021-10-23,R01,2086,2192,29.6,6.4,0,0,2072373,0.9643
2021-10-24,R01,1763,2012,28.2,3.5,0,0,2087656,0.9839
2021-10-25,R01,3113,3447,29.5,9.2,1,0,2075715,0.9738
2021-10-26,R01,2619,2800,31.6,0.0,1,0,2080668,0.9916
2021-10-27,R01,2590,2897,25.7,0.0,1,0,2062939,0.9673
2021-10-28,R01,2897,3217,26.7,4.7,1,0,2070289,1.0
2021-10-29,R01,3152,3393,33.4,5.6,1,0,2069909,1.0
2021-10-30,R01,3387,3572,27.6,0.0,1,0,2080746,1.0
2021-10-31,R01,3159,3275,24.8,2.9,1,0,2063674,0.9626
2021-11-01,R01,1709,2096,26.2,5.4,0,0,2069185,1.0
2021-11-02,R01,1665,1889,21.2,0.9,0,0,2057263,1.0
2021-11-03,R01,2213,2388,28.2,6.7,0,0,2057635,0.9868
2021-11-04,R01,2183,2364,20.2,0.0,0,0,2067074,1.0
2021-11-05,R01,2074,2340,27.7,0.0,0,0,2065212,0.9785
2021-11-06,R01,1912,2114,29.3,1.6,0,0,2081304,0.9933
2021-11-07,R01,2043,2224,25.6,1.0,0,0,2071172,1.0
2021-11-08,R01,1729,1987,29.1,0.0,0,0,2074892,0.9744
2021-11-09,R01,1724,1978,24.1,7.9,0,0,2090114,0.9959
2021-11-10,R01,1645,1902,22.3,2.3,0,0,2064221,0.9887
2021-11-11,R01,2091,2361,22.8,3.3,0,0,2092612,0.9968
2021-11-12,R01,2147,2317,23.3,3.6,0,0,2083293,0.9976
2021-11-13,R01,1974,2305,26.3,0.0,0,0,2068686,1.0
2021-11-14,R01,1876,1971,24.2,5.1,0,0,2090914,1.0
2021-11-15,R01,1665,2064,26.7,0.0,0,0,2054379,0.9952
2021-11-16,R01,1587,1829,28.0,12.5,0,0,2079584,0.9718
2021-11-17,R01,1662,1863,29.9,2.4,0,0,2086691,1.0
2021-11-18,R01,2699,2780,21.3,4.6,1,0,2084953,0.9674
2021-11-19,R01,2466,2604,21.9,0.0,1,0,2074251,0.9993
2021-11-20,R01,2338,2596,27.4,0.6,1,0,2068202,0.9716
2021-11-21,R01,1851,2270,20.5,6.7,0,0,2071361,0.9607
2021-11-22,R01,1419,1664,26.6,3.1,0,0,2073563,0.8987
2021-11-23,R01,1514,1862,26.5,2.2,0,0,2062795,0.9645
2021-11-24,R01,1622,1808,28.5,0.8,0,0,2069001,1.0
2021-11-25,R01,1728,1939,30.0,2.1,0,0,2071667,1.0
2021-11-26,R01,1552,1909,25.5,2.1,0,0,2067450,1.0
2021-11-27,R01,1633,1752,27.4,0.0,0,0,2059340,1.0
2021-11-28,R01,1676,2098,27.0,0.0,0,0,2073959,0.9795
2021-11-29,R01,1725,1986,24.5,7.9,0,0,2084932,0.9859
2021-11-30,R01,1603,1876,25.7,0.0,0,0,2079874,0.9995
2021-12-01,R01,5238,8495,23.5,8.4,0,1,2078521,0.9762
2021-12-02,R01,5861,9490,23.7,0.0,0,1,2077832,0.9795
2021-12-03,R01,5646,9199,22.4,5.1,0,1,2079889,0.9826
2021-12-04,R01,6384,10615,20.6,2.2,0,1,2081177,0.9713
2021-12-05,R01,5040,8353,23.8,0.0,0,1,2071744,0.9672
2021-12-06,R01,1662,1983,22.4,0.0,0,0,2093475,0.9545
2021-12-07,R01,1547,1771,27.3,4.9,0,0,2081381,1.0
2021-12-08,R01,1608,1899,25.4,0.0,0,0,2068130,1.0
2021-12-09,R01,1849,2088,27.0,2.9,0,0,2081331,1.0
2021-12-10,R01,2171,2171,29.0,0.3,0,0,2072613,1.0
2021-12-11,R01,1835,1957,20.7,5.3,0,0,2082677,0.966
2021-12-12,R01,1819,1956,27.4,0.0,0,0,2088499,1.0
2021-12-13,R01,1821,1981,21.1,0.0,0,0,2080511,0.9954
2021-12-14,R01,1624,1788,26.9,10.9,0,0,2069343,0.9895
2021-12-15,R01,1665,1815,20.3,5.9,0,0,2073739,1.0
2021-12-16,R01,1766,1972,19.7,0.0,0,0,2089422,1.0
2021-12-17,R01,1685,2033,25.0,0.0,0,0,2074242,1.0
2021-12-18,R01,1525,1830,20.4,0.0,0,0,2068944,0.99
2021-12-19,R01,1488,1616,23.4,3.0,0,0,2075091,1.0
2021-12-20,R01,1492,1794,24.1,1.1,0,0,2059476,1.0
2021-12-21,R01,1519,1775,28.1,10.6,0,0,2092233,1.0
2021-12-22,R01,1707,1830,26.0,0.0,0,0,2060501,0.9802
2021-12-23,R01,2251,2372,22.9,10.5,1,0,2070975,1.0
2021-12-24,R01,2176,2350,23.6,0.0,1,0,2081919,0.9846
2021-12-25,R01,2073,2247,21.2,0.0,1,0,2073732,0.9668
2021-12-26,R01,2172,2194,30.1,0.0,1,0,2059034,0.9856
2021-12-27,R01,1376,1688,25.9,1.6,0,0,2080782,1.0
2021-12-28,R01,1267,1536,27.1,0.0,0,0,2059558,1.0
2021-12-29,R01,1372,1500,27.6,7.5,0,0,2075577,0.9765
2021-12-30,R01,1496,1799,26.6,5.8,0,0,2078179,0.9764
2021-12-31,R01,1596,1908,23.8,0.0,0,0,2071011,0.9873
2022-01-01,R01,2040,2159,25.3,8.2,0,0,2061703,0.8186
2022-01-02,R01,1900,2133,25.4,1.1,0,0,2095077,0.9141
2022-01-03,R01,1670,1961,23.1,0.0,0,0,2062135,0.9277
2022-01-04,R01,1539,1798,22.7,3.2,0,0,2059633,0.8678
2022-01-05,R01,1725,1803,24.3,0.0,0,0,2068560,0.9485
2022-01-06,R01,1941,2102,25.4,3.9,0,0,2068693,0.8789
2022-01-07,R01,1695,1986,23.2,2.9,0,0,2070781,0.9339
2022-01-08,R01,1703,1894,24.3,7.6,0,0,2080985,0.8948
2022-01-09,R01,1917,1961,23.0,10.0,0,0,2069166,0.9035
2022-01-10,R01,1634,1824,24.2,2.3,0,0,2074305,0.9303
2022-01-11,R01,1694,1835,26.2,4.7,0,0,2078752,0.8753
2022-01-12,R01,1731,1872,26.0,0.6,0,0,2064473,0.8144
2022-01-13,R01,2280,2421,27.0,6.6,1,0,2061601,0.901
